sku,sku,visibility,name,website_ids,price,attribute_set_id,category_ids,brand,short_description,description,weight,qty,tier_qty,tier_price,customer_group_id,meta_title,meta_keyword,meta_description,legacy_id
iphone323,demo-10434,4,Phone Protective Case x272_322,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X323,Phone Model X1 keyword,Phone Model X1 desc,323
iphone324,demo-10435,4,Phone Protective Case x273_323,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X324,Phone Model X1 keyword,Phone Model X1 desc,324
iphone325,demo-10436,4,Phone Protective Case x274_324,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X325,Phone Model X1 keyword,Phone Model X1 desc,325
iphone326,demo-10437,4,Phone Protective Case x275_325,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X326,Phone Model X1 keyword,Phone Model X1 desc,326
iphone327,demo-10438,4,Phone Protective Case x276_326,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X327,Phone Model X1 keyword,Phone Model X1 desc,327
iphone328,demo-10439,4,Phone Protective Case x277_327,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X328,Phone Model X1 keyword,Phone Model X1 desc,328
iphone329,demo-10440,4,Phone Protective Case x278_328,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X329,Phone Model X1 keyword,Phone Model X1 desc,329
iphone330,demo-10441,4,Phone Protective Case x279_329,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X330,Phone Model X1 keyword,Phone Model X1 desc,330
iphone331,demo-10442,4,Phone Protective Case x280_330,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X331,Phone Model X1 keyword,Phone Model X1 desc,331
iphone332,demo-10443,4,Phone Protective Case x281_331,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X332,Phone Model X1 keyword,Phone Model X1 desc,332
iphone333,demo-10444,4,Phone Protective Case x282_332,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X333,Phone Model X1 keyword,Phone Model X1 desc,333
iphone334,demo-10445,4,Phone Protective Case x283_333,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X334,Phone Model X1 keyword,Phone Model X1 desc,334
iphone335,demo-10446,4,Phone Protective Case x284_334,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X335,Phone Model X1 keyword,Phone Model X1 desc,335
iphone336,demo-10447,4,Phone Protective Case x285_335,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X336,Phone Model X1 keyword,Phone Model X1 desc,336
iphone337,demo-10448,4,Phone Protective Case x286_336,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X337,Phone Model X1 keyword,Phone Model X1 desc,337
iphone338,demo-10449,4,Phone Protective Case x287_337,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X338,Phone Model X1 keyword,Phone Model X1 desc,338
iphone339,demo-10450,4,Phone Protective Case x288_338,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X339,Phone Model X1 keyword,Phone Model X1 desc,339
iphone340,demo-10451,4,Phone Protective Case x289_339,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X340,Phone Model X1 keyword,Phone Model X1 desc,340
iphone341,demo-10452,4,Phone Protective Case x290_340,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X341,Phone Model X1 keyword,Phone Model X1 desc,341
iphone342,demo-10453,4,Phone Protective Case x291_341,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X342,Phone Model X1 keyword,Phone Model X1 desc,342
iphone343,demo-10454,4,Phone Protective Case x292_342,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X343,Phone Model X1 keyword,Phone Model X1 desc,343
iphone344,demo-10455,4,Phone Protective Case x293_343,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X344,Phone Model X1 keyword,Phone Model X1 desc,344
iphone345,demo-10456,4,Phone Protective Case x294_344,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X345,Phone Model X1 keyword,Phone Model X1 desc,345
iphone346,demo-10457,4,Phone Protective Case x295_345,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X346,Phone Model X1 keyword,Phone Model X1 desc,346
iphone347,demo-10458,4,Phone Protective Case x296_346,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X347,Phone Model X1 keyword,Phone Model X1 desc,347
iphone348,demo-10459,4,Phone Protective Case x297_347,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X348,Phone Model X1 keyword,Phone Model X1 desc,348
iphone349,demo-10460,4,Phone Protective Case x298_348,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X349,Phone Model X1 keyword,Phone Model X1 desc,349
iphone350,demo-10461,4,Phone Protective Case x299_349,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X350,Phone Model X1 keyword,Phone Model X1 desc,350
iphone351,demo-10462,4,Phone Protective Case x300_350,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X351,Phone Model X1 keyword,Phone Model X1 desc,351
iphone352,demo-10463,4,Phone Protective Case x301_351,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X352,Phone Model X1 keyword,Phone Model X1 desc,352
iphone353,demo-10464,4,Phone Protective Case x302_352,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X353,Phone Model X1 keyword,Phone Model X1 desc,353
iphone354,demo-10465,4,Phone Protective Case x303_353,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X354,Phone Model X1 keyword,Phone Model X1 desc,354
iphone355,demo-10466,4,Phone Protective Case x304_354,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X355,Phone Model X1 keyword,Phone Model X1 desc,355
iphone356,demo-10467,4,Phone Protective Case x305_355,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X356,Phone Model X1 keyword,Phone Model X1 desc,356
iphone357,demo-10468,4,Phone Protective Case x306_356,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X357,Phone Model X1 keyword,Phone Model X1 desc,357
iphone358,demo-10469,4,Phone Protective Case x307_357,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X358,Phone Model X1 keyword,Phone Model X1 desc,358
iphone359,demo-10470,4,Phone Protective Case x308_358,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X359,Phone Model X1 keyword,Phone Model X1 desc,359
iphone360,demo-10471,4,Phone Protective Case x309_359,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X360,Phone Model X1 keyword,Phone Model X1 desc,360
iphone361,demo-10472,4,Phone Protective Case x310_360,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X361,Phone Model X1 keyword,Phone Model X1 desc,361
iphone362,demo-10473,4,Phone Protective Case x311_361,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X362,Phone Model X1 keyword,Phone Model X1 desc,362
iphone363,demo-10474,4,Phone Protective Case x312_362,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X363,Phone Model X1 keyword,Phone Model X1 desc,363
iphone364,demo-10475,4,Phone Protective Case x313_363,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X364,Phone Model X1 keyword,Phone Model X1 desc,364
iphone365,demo-10476,4,Phone Protective Case x314_364,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X365,Phone Model X1 keyword,Phone Model X1 desc,365
iphone366,demo-10477,4,Phone Protective Case x315_365,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X366,Phone Model X1 keyword,Phone Model X1 desc,366
iphone367,demo-10478,4,Phone Protective Case x316_366,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X367,Phone Model X1 keyword,Phone Model X1 desc,367
iphone368,demo-10479,4,Phone Protective Case x317_367,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X368,Phone Model X1 keyword,Phone Model X1 desc,368
iphone369,demo-10480,4,Phone Protective Case x318_368,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X369,Phone Model X1 keyword,Phone Model X1 desc,369
iphone370,demo-10481,4,Phone Protective Case x319_369,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X370,Phone Model X1 keyword,Phone Model X1 desc,370
iphone371,demo-10482,4,Phone Protective Case x320_370,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X371,Phone Model X1 keyword,Phone Model X1 desc,371
iphone372,demo-10483,4,Phone Protective Case x321_371,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X372,Phone Model X1 keyword,Phone Model X1 desc,372
iphone373,demo-10484,4,Phone Protective Case x322_372,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X373,Phone Model X1 keyword,Phone Model X1 desc,373
iphone374,demo-10485,4,Phone Protective Case x323_373,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X374,Phone Model X1 keyword,Phone Model X1 desc,374
iphone375,demo-10486,4,Phone Protective Case x324_374,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X375,Phone Model X1 keyword,Phone Model X1 desc,375
iphone376,demo-10487,4,Phone Protective Case x325_375,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X376,Phone Model X1 keyword,Phone Model X1 desc,376
iphone377,demo-10488,4,Phone Protective Case x326_376,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X377,Phone Model X1 keyword,Phone Model X1 desc,377
iphone378,demo-10489,4,Phone Protective Case x327_377,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X378,Phone Model X1 keyword,Phone Model X1 desc,378
iphone379,demo-10490,4,Phone Protective Case x328_378,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X379,Phone Model X1 keyword,Phone Model X1 desc,379
iphone380,demo-10491,4,Phone Protective Case x329_379,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X380,Phone Model X1 keyword,Phone Model X1 desc,380
iphone381,demo-10492,4,Phone Protective Case x330_380,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X381,Phone Model X1 keyword,Phone Model X1 desc,381
iphone382,demo-10493,4,Phone Protective Case x331_381,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X382,Phone Model X1 keyword,Phone Model X1 desc,382
iphone383,demo-10494,4,Phone Protective Case x332_382,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X383,Phone Model X1 keyword,Phone Model X1 desc,383
iphone384,demo-10495,4,Phone Protective Case x333_383,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X384,Phone Model X1 keyword,Phone Model X1 desc,384
iphone385,demo-10496,4,Phone Protective Case x334_384,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X385,Phone Model X1 keyword,Phone Model X1 desc,385
iphone386,demo-10497,4,Phone Protective Case x335_385,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X386,Phone Model X1 keyword,Phone Model X1 desc,386
iphone387,demo-10498,4,Phone Protective Case x336_386,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X387,Phone Model X1 keyword,Phone Model X1 desc,387
iphone388,demo-10499,4,Phone Protective Case x337_387,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X388,Phone Model X1 keyword,Phone Model X1 desc,388
iphone389,demo-10500,4,Phone Protective Case x338_388,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X389,Phone Model X1 keyword,Phone Model X1 desc,389
iphone390,demo-10501,4,Phone Protective Case x339_389,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X390,Phone Model X1 keyword,Phone Model X1 desc,390
iphone391,demo-10502,4,Phone Protective Case x340_390,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X391,Phone Model X1 keyword,Phone Model X1 desc,391
iphone392,demo-10503,4,Phone Protective Case x341_391,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X392,Phone Model X1 keyword,Phone Model X1 desc,392
iphone393,demo-10504,4,Phone Protective Case x342_392,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X393,Phone Model X1 keyword,Phone Model X1 desc,393
iphone394,demo-10505,4,Phone Protective Case x343_393,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X394,Phone Model X1 keyword,Phone Model X1 desc,394
iphone395,demo-10506,4,Phone Protective Case x344_394,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X395,Phone Model X1 keyword,Phone Model X1 desc,395
iphone396,demo-10507,4,Phone Protective Case x345_395,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X396,Phone Model X1 keyword,Phone Model X1 desc,396
iphone397,demo-10508,4,Phone Protective Case x346_396,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X397,Phone Model X1 keyword,Phone Model X1 desc,397
iphone398,demo-10509,4,Phone Protective Case x347_397,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X398,Phone Model X1 keyword,Phone Model X1 desc,398
iphone399,demo-10510,4,Phone Protective Case x348_398,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X399,Phone Model X1 keyword,Phone Model X1 desc,399
