sku,visibilty,name,website_ids,price,attribute_set_id,category_ids,brand,short_description,description,weight,qty,tier_qty,tier_price,customer_group_id,meta_title,meta_keyword,meta_description,legacy_id
demo-10458,4,Phone Protective Case x296,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X347,Phone Model X1 keyword,Phone Model X1 desc,1580
demo-10459,4,Phone Protective Case x297,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X348,Phone Model X1 keyword,Phone Model X1 desc,1581
demo-10460,4,Phone Protective Case x298,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X349,Phone Model X1 keyword,Phone Model X1 desc,1582
demo-10461,4,Phone Protective Case x299,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X350,Phone Model X1 keyword,Phone Model X1 desc,1583
demo-10462,4,Phone Protective Case x300,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X351,Phone Model X1 keyword,Phone Model X1 desc,1584
demo-10463,4,Phone Protective Case x301,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X352,Phone Model X1 keyword,Phone Model X1 desc,1585
demo-10464,4,Phone Protective Case x302,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X353,Phone Model X1 keyword,Phone Model X1 desc,1586
demo-10465,4,Phone Protective Case x303,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X354,Phone Model X1 keyword,Phone Model X1 desc,1587
demo-10466,4,Phone Protective Case x304,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X355,Phone Model X1 keyword,Phone Model X1 desc,1588
demo-10467,4,Phone Protective Case x305,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X356,Phone Model X1 keyword,Phone Model X1 desc,1589
demo-10468,4,Phone Protective Case x306,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X357,Phone Model X1 keyword,Phone Model X1 desc,1590
demo-10469,4,Phone Protective Case x307,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X358,Phone Model X1 keyword,Phone Model X1 desc,1591
demo-10470,4,Phone Protective Case x308,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X359,Phone Model X1 keyword,Phone Model X1 desc,1592
demo-10471,4,Phone Protective Case x309,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X360,Phone Model X1 keyword,Phone Model X1 desc,1593
demo-10472,4,Phone Protective Case x310,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X361,Phone Model X1 keyword,Phone Model X1 desc,1594
demo-10473,4,Phone Protective Case x311,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X362,Phone Model X1 keyword,Phone Model X1 desc,1595
demo-10474,4,Phone Protective Case x312,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X363,Phone Model X1 keyword,Phone Model X1 desc,1596
demo-10475,4,Phone Protective Case x313,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X364,Phone Model X1 keyword,Phone Model X1 desc,1597
demo-10476,4,Phone Protective Case x314,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X365,Phone Model X1 keyword,Phone Model X1 desc,1598
demo-10477,4,Phone Protective Case x315,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X366,Phone Model X1 keyword,Phone Model X1 desc,1599
demo-10478,4,Phone Protective Case x316,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X367,Phone Model X1 keyword,Phone Model X1 desc,1600
demo-10479,4,Phone Protective Case x317,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X368,Phone Model X1 keyword,Phone Model X1 desc,1601
demo-10480,4,Phone Protective Case x318,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X369,Phone Model X1 keyword,Phone Model X1 desc,1602
demo-10481,4,Phone Protective Case x319,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X370,Phone Model X1 keyword,Phone Model X1 desc,1603
demo-10482,4,Phone Protective Case x320,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X371,Phone Model X1 keyword,Phone Model X1 desc,1604
demo-10483,4,Phone Protective Case x321,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X372,Phone Model X1 keyword,Phone Model X1 desc,1605
demo-10484,4,Phone Protective Case x322,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X373,Phone Model X1 keyword,Phone Model X1 desc,1606
demo-10485,4,Phone Protective Case x323,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X374,Phone Model X1 keyword,Phone Model X1 desc,1607
demo-10486,4,Phone Protective Case x324,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X375,Phone Model X1 keyword,Phone Model X1 desc,1608
demo-10487,4,Phone Protective Case x325,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X376,Phone Model X1 keyword,Phone Model X1 desc,1609
demo-10488,4,Phone Protective Case x326,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X377,Phone Model X1 keyword,Phone Model X1 desc,1610
demo-10489,4,Phone Protective Case x327,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X378,Phone Model X1 keyword,Phone Model X1 desc,1611
demo-10490,4,Phone Protective Case x328,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X379,Phone Model X1 keyword,Phone Model X1 desc,1612
demo-10491,4,Phone Protective Case x329,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X380,Phone Model X1 keyword,Phone Model X1 desc,1613
demo-10492,4,Phone Protective Case x330,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X381,Phone Model X1 keyword,Phone Model X1 desc,1614
demo-10493,4,Phone Protective Case x331,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X382,Phone Model X1 keyword,Phone Model X1 desc,1615
demo-10494,4,Phone Protective Case x332,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X383,Phone Model X1 keyword,Phone Model X1 desc,1616
demo-10495,4,Phone Protective Case x333,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X384,Phone Model X1 keyword,Phone Model X1 desc,1617
demo-10496,4,Phone Protective Case x334,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X385,Phone Model X1 keyword,Phone Model X1 desc,1618
demo-10497,4,Phone Protective Case x335,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X386,Phone Model X1 keyword,Phone Model X1 desc,1619
demo-10498,4,Phone Protective Case x336,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X387,Phone Model X1 keyword,Phone Model X1 desc,1620
demo-10499,4,Phone Protective Case x337,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X388,Phone Model X1 keyword,Phone Model X1 desc,1621
demo-10500,4,Phone Protective Case x338,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X389,Phone Model X1 keyword,Phone Model X1 desc,1622
demo-10501,4,Phone Protective Case x339,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X390,Phone Model X1 keyword,Phone Model X1 desc,1623
demo-10502,4,Phone Protective Case x340,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X391,Phone Model X1 keyword,Phone Model X1 desc,1624
demo-10503,4,Phone Protective Case x341,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X392,Phone Model X1 keyword,Phone Model X1 desc,1625
demo-10504,4,Phone Protective Case x342,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X393,Phone Model X1 keyword,Phone Model X1 desc,1626
demo-10505,4,Phone Protective Case x343,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X394,Phone Model X1 keyword,Phone Model X1 desc,1627
demo-10506,4,Phone Protective Case x344,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X395,Phone Model X1 keyword,Phone Model X1 desc,1628
demo-10507,4,Phone Protective Case x345,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X396,Phone Model X1 keyword,Phone Model X1 desc,1629
demo-10508,4,Phone Protective Case x346,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X397,Phone Model X1 keyword,Phone Model X1 desc,1630
demo-10509,4,Phone Protective Case x347,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X398,Phone Model X1 keyword,Phone Model X1 desc,1631
demo-10510,4,Phone Protective Case x348,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X399,Phone Model X1 keyword,Phone Model X1 desc,1632
